Date,Price
11/13/2017,2584.84
11/14/2017,2578.87
11/15/2017,2564.62
11/16/2017,2585.64
11/17/2017,2578.85
11/20/2017,2582.14
11/21/2017,2599.03
11/22/2017,2597.08
11/24/2017,2602.42
11/27/2017,2601.42
11/28/2017,2627.04
11/29/2017,2626.07
11/30/2017,2647.58
12/1/2017,2642.22
12/4/2017,2639.44
12/5/2017,2629.57
12/6/2017,2629.27
12/7/2017,2636.98
12/8/2017,2651.5
12/11/2017,2659.99
12/12/2017,2664.11
12/13/2017,2662.85
12/14/2017,2652.01
12/15/2017,2675.81
12/18/2017,2690.16
12/19/2017,2681.47
12/20/2017,2679.25
12/21/2017,2684.57
12/22/2017,2683.34
12/26/2017,2680.5
12/27/2017,2682.62
12/28/2017,2687.54
12/29/2017,2673.61
1/2/2018,2695.81
1/3/2018,2713.06
1/4/2018,2723.99
1/5/2018,2743.15
1/8/2018,2747.71
1/9/2018,2751.29
1/10/2018,2748.23
1/11/2018,2767.56
1/12/2018,2786.24
1/16/2018,2776.42
1/17/2018,2802.56
1/18/2018,2798.03
1/19/2018,2810.3
1/22/2018,2832.97
1/23/2018,2839.13
1/24/2018,2837.54
1/25/2018,2839.25
1/26/2018,2872.87
1/29/2018,2853.53
1/30/2018,2822.43
1/31/2018,2823.81
2/1/2018,2821.98
2/2/2018,2762.13
2/5/2018,2648.94
2/6/2018,2695.14
2/7/2018,2681.66
2/8/2018,2581
2/9/2018,2619.55
2/12/2018,2656
2/13/2018,2662.94
2/14/2018,2698.63
2/15/2018,2731.2
2/16/2018,2732.22
2/20/2018,2716.26
2/21/2018,2701.33
2/22/2018,2703.96
2/23/2018,2747.3
2/26/2018,2779.6
2/27/2018,2744.28
2/28/2018,2713.83
3/1/2018,2677.67
3/2/2018,2691.25
3/5/2018,2720.94
3/6/2018,2728.12
3/7/2018,2726.8
3/8/2018,2738.97
3/9/2018,2786.57
3/12/2018,2783.02
3/13/2018,2765.31
3/14/2018,2749.48
3/15/2018,2747.33
3/16/2018,2752.01
3/19/2018,2712.92
3/20/2018,2716.94
3/21/2018,2711.93
3/22/2018,2643.69
3/23/2018,2588.26
3/26/2018,2658.55
3/27/2018,2612.62
3/28/2018,2605
3/29/2018,2640.87
4/2/2018,2581.88
4/3/2018,2614.45
4/4/2018,2644.69
4/5/2018,2662.84
4/6/2018,2604.47
4/9/2018,2613.16
4/10/2018,2656.87
4/11/2018,2642.19
4/12/2018,2663.99
4/13/2018,2656.3
4/16/2018,2677.84
4/17/2018,2706.39
4/18/2018,2708.64
4/19/2018,2693.13
4/20/2018,2670.14
4/23/2018,2670.29
4/24/2018,2634.56
4/25/2018,2639.4
4/26/2018,2666.94
4/27/2018,2669.91
4/30/2018,2648.05
5/1/2018,2654.8
5/2/2018,2635.67
5/3/2018,2629.73
5/4/2018,2663.42
5/7/2018,2672.63
5/8/2018,2671.92
5/9/2018,2697.79
5/10/2018,2723.07
5/11/2018,2727.72
5/14/2018,2730.13
5/15/2018,2711.45
5/16/2018,2722.46
5/17/2018,2720.13
5/18/2018,2712.97
5/21/2018,2733.01
5/22/2018,2724.44
5/23/2018,2733.29
5/24/2018,2727.76
5/25/2018,2721.33
5/29/2018,2689.86
5/30/2018,2724.01
5/31/2018,2705.27
6/1/2018,2734.62
6/4/2018,2746.87
6/5/2018,2748.8
6/6/2018,2772.35
6/7/2018,2770.37
6/8/2018,2779.03
6/11/2018,2782
6/12/2018,2786.85
6/13/2018,2775.63
6/14/2018,2782.49
6/15/2018,2779.66
6/18/2018,2773.75
6/19/2018,2762.59
6/20/2018,2767.32
6/21/2018,2749.76
6/22/2018,2754.88
6/25/2018,2717.07
6/26/2018,2723.06
6/27/2018,2699.63
6/28/2018,2716.31
6/29/2018,2718.37
7/2/2018,2726.71
7/3/2018,2713.22
7/5/2018,2736.61
7/6/2018,2759.82
7/9/2018,2784.17
7/10/2018,2793.84
7/11/2018,2774.02
7/12/2018,2798.29
7/13/2018,2801.31
7/16/2018,2798.43
7/17/2018,2809.55
7/18/2018,2815.62
7/19/2018,2804.49
7/20/2018,2801.83
7/23/2018,2806.98
7/24/2018,2820.4
7/25/2018,2846.07
7/26/2018,2837.44
7/27/2018,2818.82
7/30/2018,2802.6
7/31/2018,2816.29
8/1/2018,2813.36
8/2/2018,2827.22
8/3/2018,2840.35
8/6/2018,2850.4
8/7/2018,2858.45
8/8/2018,2857.7
8/9/2018,2853.58
8/10/2018,2833.28
8/13/2018,2821.93
8/14/2018,2839.96
8/15/2018,2818.37
8/16/2018,2840.69
8/17/2018,2850.13
8/20/2018,2857.05
8/21/2018,2862.96
8/22/2018,2861.82
8/23/2018,2856.98
8/24/2018,2874.69
8/27/2018,2896.74
8/28/2018,2897.52
8/29/2018,2914.04
8/30/2018,2901.13
8/31/2018,2901.52
9/4/2018,2896.72
9/5/2018,2888.6
9/6/2018,2878.05
9/7/2018,2871.68
9/10/2018,2877.13
9/11/2018,2887.89
9/12/2018,2888.92
9/13/2018,2904.18
9/14/2018,2904.98
9/17/2018,2888.8
9/18/2018,2904.31
9/19/2018,2907.95
9/20/2018,2930.75
9/21/2018,2929.67
9/24/2018,2919.37
9/25/2018,2915.56
9/26/2018,2905.97
9/27/2018,2914
9/28/2018,2913.98
10/1/2018,2924.59
10/2/2018,2923.43
10/3/2018,2925.51
10/4/2018,2901.61
10/5/2018,2885.57
10/8/2018,2884.43
10/9/2018,2880.34
10/10/2018,2785.68
10/11/2018,2728.37
10/12/2018,2767.13
10/15/2018,2750.79
10/16/2018,2809.92
10/17/2018,2809.21
10/18/2018,2768.78
10/19/2018,2767.78
10/22/2018,2755.88
10/23/2018,2740.69
10/24/2018,2656.1
10/25/2018,2705.57
10/26/2018,2658.69
10/29/2018,2641.25
10/30/2018,2682.63
10/31/2018,2711.74
11/1/2018,2740.37
11/2/2018,2723.06
11/5/2018,2738.31
11/6/2018,2755.45
11/7/2018,2813.89
11/8/2018,2806.83
11/9/2018,2781.01
11/12/2018,2726.22
11/13/2018,2722.18
11/14/2018,2701.58
11/15/2018,2730.2
11/16/2018,2736.27
11/19/2018,2690.73
11/20/2018,2641.89
11/21/2018,2649.93
11/23/2018,2632.56
11/26/2018,2673.45
11/27/2018,2682.17
11/28/2018,2743.79
11/29/2018,2737.76
11/30/2018,2760.17
12/3/2018,2790.37
12/4/2018,2700.06
12/6/2018,2695.95
12/7/2018,2633.08
12/10/2018,2637.72
12/11/2018,2636.78
12/12/2018,2651.07
12/13/2018,2650.54
12/14/2018,2599.95
12/17/2018,2545.94
12/18/2018,2546.16
12/19/2018,2506.96
12/20/2018,2467.42
12/21/2018,2416.62
12/24/2018,2351.1
12/26/2018,2467.7
12/27/2018,2488.83
12/28/2018,2485.74
12/31/2018,2506.85
1/2/2019,2510.03
1/3/2019,2447.89
1/4/2019,2531.94
1/7/2019,2549.69
1/8/2019,2574.41
1/9/2019,2584.96
1/10/2019,2596.64
1/11/2019,2596.26
1/14/2019,2582.61
1/15/2019,2610.3
1/16/2019,2616.1
1/17/2019,2635.96
1/18/2019,2670.71
1/22/2019,2632.9
1/23/2019,2638.7
1/24/2019,2642.33
1/25/2019,2664.76
1/28/2019,2643.85
1/29/2019,2640
1/30/2019,2681.05
1/31/2019,2704.1
2/1/2019,2706.53
2/4/2019,2724.87
2/5/2019,2737.7
2/6/2019,2731.61
2/7/2019,2706.05
2/8/2019,2707.88
2/11/2019,2709.8
2/12/2019,2744.73
2/13/2019,2753.03
2/14/2019,2745.73
2/15/2019,2775.6
2/19/2019,2779.76
2/20/2019,2784.7
2/21/2019,2774.88
2/22/2019,2792.67
2/25/2019,2796.11
2/26/2019,2793.9
2/27/2019,2792.38
2/28/2019,2784.49
3/1/2019,2803.69
3/4/2019,2792.81
3/5/2019,2789.65
3/6/2019,2771.45
3/7/2019,2748.93
3/8/2019,2743.07
3/11/2019,2783.3
3/12/2019,2791.52
3/13/2019,2810.92
3/14/2019,2808.48
3/15/2019,2822.48
3/18/2019,2832.94
3/19/2019,2832.57
3/20/2019,2824.23
3/21/2019,2854.88
3/22/2019,2800.71
3/25/2019,2798.36
3/26/2019,2818.46
3/27/2019,2805.37
3/28/2019,2815.44
3/29/2019,2834.4
4/1/2019,2867.19
4/2/2019,2867.24
4/3/2019,2873.4
4/4/2019,2879.39
4/5/2019,2892.74
4/8/2019,2895.77
4/9/2019,2878.2
4/10/2019,2888.21
4/11/2019,2888.32
4/12/2019,2907.41
4/15/2019,2905.58
4/16/2019,2907.06
4/17/2019,2900.45
4/18/2019,2905.03
4/22/2019,2907.97
4/23/2019,2933.68
4/24/2019,2927.25
4/25/2019,2926.17
4/26/2019,2939.88
4/29/2019,2943.03
4/30/2019,2945.83
5/1/2019,2923.73
5/2/2019,2917.52
5/3/2019,2945.64
5/6/2019,2932.47
5/7/2019,2884.05
5/8/2019,2879.42
5/9/2019,2870.72
5/10/2019,2881.4
5/13/2019,2811.87
5/14/2019,2834.41
5/15/2019,2850.96
5/16/2019,2876.32
5/17/2019,2859.53
5/20/2019,2840.23
5/21/2019,2864.36
5/22/2019,2856.27
5/23/2019,2822.24
5/24/2019,2826.06
5/28/2019,2802.39
5/29/2019,2783.02
5/30/2019,2788.86
5/31/2019,2752.06
6/3/2019,2744.45
6/4/2019,2803.27
6/5/2019,2826.15
6/6/2019,2843.49
6/7/2019,2873.34
6/10/2019,2886.73
6/11/2019,2885.72
6/12/2019,2879.84
6/13/2019,2891.64
6/14/2019,2886.98
6/17/2019,2889.67
6/18/2019,2917.75
6/19/2019,2926.46
6/20/2019,2954.18
6/21/2019,2950.46
6/24/2019,2945.35
6/25/2019,2917.38
6/26/2019,2913.78
6/27/2019,2924.92
6/28/2019,2941.76
7/1/2019,2964.33
7/2/2019,2973.01
7/3/2019,2995.82
7/5/2019,2990.41
7/8/2019,2975.95
7/9/2019,2979.63
7/10/2019,2993.07
7/11/2019,2999.91
7/12/2019,3013.77
7/15/2019,3014.3
7/16/2019,3004.04
7/17/2019,2984.42
7/18/2019,2995.11
7/19/2019,2976.61
7/22/2019,2985.03
7/23/2019,3005.47
7/24/2019,3019.56
7/25/2019,3003.67
7/26/2019,3025.86
7/29/2019,3020.97
7/30/2019,3013.18
7/31/2019,2980.38
8/1/2019,2953.56
8/2/2019,2932.05
8/5/2019,2844.74
8/6/2019,2881.77
8/7/2019,2883.98
8/8/2019,2938.09
8/9/2019,2918.65
8/12/2019,2883.75
8/13/2019,2926.32
8/14/2019,2840.6
8/15/2019,2847.6
8/16/2019,2888.68
8/19/2019,2923.65
8/20/2019,2900.51
8/21/2019,2924.43
8/22/2019,2922.95
8/23/2019,2847.11
8/26/2019,2878.38
8/27/2019,2869.16
8/28/2019,2887.94
8/29/2019,2924.58
8/30/2019,2926.46
9/3/2019,2906.27
9/4/2019,2937.78
9/5/2019,2976
9/6/2019,2978.71
9/9/2019,2978.43
9/10/2019,2979.39
9/11/2019,3000.93
9/12/2019,3009.57
9/13/2019,3007.39
9/16/2019,2997.96
9/17/2019,3005.7
9/18/2019,3006.73
9/19/2019,3006.79
9/20/2019,2992.07
9/23/2019,2991.78
9/24/2019,2966.6
9/25/2019,2984.87
9/26/2019,2977.62
9/27/2019,2961.79
9/30/2019,2976.74
10/1/2019,2940.25
10/2/2019,2887.61
10/3/2019,2910.63
10/4/2019,2952.01
10/7/2019,2938.79
10/8/2019,2893.06
10/9/2019,2919.4
10/10/2019,2938.13
10/11/2019,2970.27
10/14/2019,2966.15
10/15/2019,2995.68
10/16/2019,2989.69
10/17/2019,2997.95
10/18/2019,2986.2
10/21/2019,3006.72
10/22/2019,2995.99
10/23/2019,3004.52
10/24/2019,3010.29
10/25/2019,3022.55
10/28/2019,3039.42
10/29/2019,3036.89
10/30/2019,3046.77
10/31/2019,3037.56
11/1/2019,3066.91
11/4/2019,3078.27
11/5/2019,3074.62
11/6/2019,3076.78
11/7/2019,3085.18
11/8/2019,3093.08
11/11/2019,3087.01
11/12/2019,3091.84
11/13/2019,3094.04
11/14/2019,3096.63
11/15/2019,3120.46
11/18/2019,3122.03
11/19/2019,3120.18
11/20/2019,3108.46
11/21/2019,3103.54
11/22/2019,3110.29
11/25/2019,3133.64
11/26/2019,3140.52
11/27/2019,3153.63
11/29/2019,3140.98
12/2/2019,3113.87
12/3/2019,3093.2
12/4/2019,3112.76
12/5/2019,3117.43
12/6/2019,3145.91
12/9/2019,3135.96
12/10/2019,3132.52
12/11/2019,3141.63
12/12/2019,3168.57
12/13/2019,3168.8
12/16/2019,3191.45
12/17/2019,3192.52
12/18/2019,3191.14
12/19/2019,3205.37
12/20/2019,3221.22
12/23/2019,3224.01
12/24/2019,3223.38
12/26/2019,3239.91
12/27/2019,3240.02
12/30/2019,3221.29
12/31/2019,3230.78
1/2/2020,3257.85
1/3/2020,3234.85
1/6/2020,3246.28
1/7/2020,3237.18
1/8/2020,3253.05
1/9/2020,3274.7
1/10/2020,3265.35
1/13/2020,3288.13
1/14/2020,3283.15
1/15/2020,3289.29
1/16/2020,3316.81
1/17/2020,3329.62
1/21/2020,3320.79
1/22/2020,3321.75
1/23/2020,3325.54
1/24/2020,3295.47
1/27/2020,3243.63
1/28/2020,3276.24
1/29/2020,3273.4
1/30/2020,3283.66
1/31/2020,3225.52
2/3/2020,3248.92
2/4/2020,3297.59
2/5/2020,3334.69
2/6/2020,3345.78
2/7/2020,3327.71
2/10/2020,3352.09
2/11/2020,3357.75
2/12/2020,3379.45
2/13/2020,3373.94
2/14/2020,3380.16
2/18/2020,3370.29
2/19/2020,3386.15
2/20/2020,3373.23
2/21/2020,3337.75
2/24/2020,3225.89
2/25/2020,3128.21
2/26/2020,3116.39
2/27/2020,2978.76
2/28/2020,2954.22
3/2/2020,3090.22998
3/3/2020,3003.370117
3/4/2020,3130.120117
3/5/2020,3023.939941
3/6/2020,2972.370117
3/9/2020,2746.560059
3/10/2020,2882.22998
3/11/2020,2741.379883
3/12/2020,2480.639893
3/13/2020,2711.02002
3/16/2020,2386.129883
3/17/2020,2529.189941
3/18/2020,2398.100098
3/19/2020,2409.389893
3/20/2020,2304.919922
3/23/2020,2237.399902
3/24/2020,2447.330078
3/25/2020,2475.560059
3/26/2020,2630.070068
3/27/2020,2541.469971
3/30/2020,2626.649902
3/31/2020,2584.590088
4/1/2020,2470.5
4/2/2020,2526.899902
4/3/2020,2488.649902
4/6/2020,2663.679932
4/7/2020,2659.409912
4/8/2020,2749.97998
4/9/2020,2789.820068
4/13/2020,2761.629883
4/14/2020,2846.060059
4/15/2020,2783.360107
4/16/2020,2799.550049
4/17/2020,2874.560059
4/20/2020,2823.159912
4/21/2020,2736.560059
4/22/2020,2799.310059
4/23/2020,2797.800049
4/24/2020,2836.73999
4/27/2020,2878.47998
4/28/2020,2863.389893
4/29/2020,2939.51001
4/30/2020,2912.429932
5/1/2020,2830.709961
5/4/2020,2842.73999
5/5/2020,2868.439941
5/6/2020,2848.419922
5/7/2020,2881.189941
5/8/2020,2929.800049
5/11/2020,2930.189941
5/12/2020,2870.120117
5/13/2020,2820
5/14/2020,2852.5
5/15/2020,2863.699951
5/18/2020,2953.909912
5/19/2020,2922.939941
5/20/2020,2971.610107
5/21/2020,2948.51001
5/22/2020,2955.449951
5/26/2020,2991.77002
5/27/2020,3036.129883
5/28/2020,3029.72998
5/29/2020,3044.310059
6/1/2020,3055.72998
6/2/2020,3080.820068
6/3/2020,3122.870117
6/4/2020,3112.350098
6/5/2020,3193.929932
6/8/2020,3232.389893
6/9/2020,3207.179932
6/10/2020,3190.139893
6/11/2020,3002.100098
6/12/2020,3041.310059
6/15/2020,3066.590088
6/16/2020,3124.73999
6/17/2020,3113.48999
6/18/2020,3115.340088
6/19/2020,3097.73999
6/22/2020,3117.860107
6/23/2020,3131.290039
6/24/2020,3050.330078
6/25/2020,3083.76001
6/26/2020,3009.050049
6/29/2020,3053.23999
6/30/2020,3100.290039
7/1/2020,3115.860107
7/2/2020,3130.01001
7/6/2020,3179.719971
7/7/2020,3145.320068
7/8/2020,3169.939941
7/9/2020,3152.050049
7/10/2020,3185.040039
7/13/2020,3155.219971
7/14/2020,3197.52002
7/15/2020,3226.560059
7/16/2020,3215.570068
7/17/2020,3224.72998
7/20/2020,3251.840088
7/21/2020,3257.300049
7/22/2020,3276.02002
7/23/2020,3235.659912
7/24/2020,3215.629883
7/27/2020,3239.409912
7/28/2020,3218.439941
7/29/2020,3258.439941
7/30/2020,3246.219971
7/31/2020,3271.120117
8/3/2020,3294.610107
8/4/2020,3306.51001
8/5/2020,3327.77002
8/6/2020,3349.159912
8/7/2020,3351.280029
8/10/2020,3360.469971
8/11/2020,3333.689941
8/12/2020,3380.350098
8/13/2020,3373.429932
8/14/2020,3372.850098
8/17/2020,3381.98999
8/18/2020,3389.780029
8/19/2020,3374.850098
8/20/2020,3385.51001
8/21/2020,3397.159912
8/24/2020,3431.280029
8/25/2020,3443.620117
8/26/2020,3478.72998
8/27/2020,3484.550049
8/28/2020,3508.01001
8/31/2020,3500.310059
9/1/2020,3526.649902
9/2/2020,3580.840088
9/3/2020,3455.060059
9/4/2020,3426.959961
9/8/2020,3331.840088
9/9/2020,3398.959961
9/10/2020,3339.189941
9/11/2020,3340.969971
9/14/2020,3383.540039
9/15/2020,3401.199951
9/16/2020,3385.48999
9/17/2020,3357.01001
9/18/2020,3319.469971
9/21/2020,3281.060059
9/22/2020,3315.570068
9/23/2020,3236.919922
9/24/2020,3246.590088
9/25/2020,3298.459961
9/28/2020,3351.600098
9/29/2020,3335.469971
9/30/2020,3363
10/1/2020,3380.800049
10/2/2020,3348.419922
10/5/2020,3408.600098
10/6/2020,3360.969971
10/7/2020,3419.439941
10/8/2020,3446.830078
10/9/2020,3477.139893
10/12/2020,3534.219971
10/13/2020,3511.929932
10/14/2020,3488.669922
10/15/2020,3483.340088
10/16/2020,3483.810059
10/19/2020,3426.919922
10/20/2020,3443.120117
10/21/2020,3435.560059
10/22/2020,3453.48999
10/23/2020,3465.389893
10/26/2020,3400.969971
10/27/2020,3390.679932
10/28/2020,3271.030029
10/29/2020,3310.110107
10/30/2020,3269.959961
11/2/2020,3310.23999
11/3/2020,3369.159912
11/4/2020,3443.439941
11/5/2020,3510.449951
11/6/2020,3509.439941
11/9/2020,3550.5
11/10/2020,3545.530029
11/11/2020,3572.659912
11/12/2020,3537.01001
11/13/2020,3585.149902
11/16/2020,3626.909912
11/17/2020,3609.530029
11/18/2020,3567.790039
11/19/2020,3581.870117
11/20/2020,3579.070068
